【2018年上海新能源汽车注册量增20%破7万】2月1日，上海公安机关车辆部门统计数据显示，去年上海完成新能源汽车新车注册登记7.37万年，按年增20.2％。截至2018年底，新能源汽车保有量达到23.98万年，继续保持国内乃至全球领先。去年上海继续加快充电设共建约1.05万个。截至2018年底，已累计建成各类充电桩超过21.06万个，其中公共充电桩3.62万个。,6.315563538805691e-08
新能源车产业2035规划启动编制：以底线思维考虑产业发展为推动新能源汽车产业高质量发展，2月1日，工业和信息化部组织召开《新能源汽车产业发展规划（2021-2035年）》编制工作启动会。 ??,0.13276656498994277
过年啦！张灯结彩放鞭炮，出门旅行迎新春。在喜庆的节日氛围中，国网江苏电力提醒您，节日期间，千万不要忘记用电安全哦！1.温馨提示：电器产品关乎人生财产安全，切莫贪图小便宜购买劣质产品，要从正规渠道购买有质量保障的电器产品2. 温馨提示：智能电表的正常工作温度范围:-30℃~65℃，极限温度范围:-40℃~70℃，无需担心电表运行会受温度影响。3.温馨提示：低温会影响新能源汽车续航里程，零度以下续航里程甚至会比正常情况降低三成，新能源汽车冬季出行一定提前充电。4.温馨提示：电小能郑重声明，电费缴纳必须在确认电表总户号后，再通过支付宝、微信、电E宝、银行卡扣等方式进行支付，或是前往当地供电营业厅办理电费缴纳业务。,1.6572891680111113e-06
“驾驶脑”取代“老司机” 济南开启无人驾驶路测  没有驾驶员，公交车方向盘视情况自动或转弯、或直行，遇到交通灯和行人会自动刹车，到了公交站自动变道停靠。近日，济南首辆无人驾驶电动卡车（货车）和客车（公交车）在济南高新区进行首次公开测试。由此，济南也成为国内第七个、山东省第一个实现无人驾驶路测的城市。现场专家告诉科技日报记者，融入人工智能、车联网、云计算、新能源和新材料等创新技术，配备了世界先进的驾驶系统和成熟可靠的纯电中央驱动控制系统的最新成果，让现场的“全球首台L4级无人驾驶电动卡车HOWO—T5G”“特定区域低速自动驾驶公交车”两款智能网联产品实现了无人驾驶上路行驶，但在“无人驾驶”背后，谁在操控汽车行驶？或者说谁才是“无人驾驶”汽车上的“老司机”？记者在“特定区域低速自动驾驶公交车”上看到，驾驶室后方安装有白色柜子，里面安装的“驾驶脑”人工智能软件系统，接管了“老司机”角色。但独木不成舟，协助“驾驶脑”开车的装备还有不少，比如位于车前挡风玻璃位置的雷达和传感器，以及高精度的卫星定位，确保了行车的可靠性和准确性。而接受测试的“全球首台L4级无人驾驶电动卡车HOWO—T5G”， 车身周围还布置了四种不同类型传感器，北斗定位系统和激光雷达、毫米波雷达、摄像头等设备，同时辅以多项人工智能技术，可保证在夜间、大雾、雨雪等天气和现场人员、车辆、设备交叉作业的复杂情况下，保持良好作业状态，以满足24小时全天候生产运行。整车满载行驶可达120公里，并且充电时间小于1小时。据了解，自动驾驶公交车是自动驾驶技术在客车领域的首次应用。整车符合L4级标准，集自动驾驶系统、车联网系统、平台监控系统、安全控制系统、自动开关门系统和到站自动停车系统于一体，配有激光雷达、高清摄像头、组合导航定位、智能计算单元等电子设备。360度环绕覆盖，在夜间、大雾、雨雪等各种复杂情况下，可保持良好的工作状态，确保全天候安全运行。可以广泛应用于机场摆渡车、工业园区、大型社区、BRT道路（规划）等多种场景。实现了无人驾驶路测，并不意味着我们以后可以搭乘无人驾驶公交上班。毕竟，此次路测的总长度仅有4.8公里，同时，目前人工智能对驾驶的辅助达到了L4级，只限于在厂区、港口等封闭环境里应用。,0.32698027174932953
收盘，沪指报2653.90，涨1.36%；深指报7919.05，涨+3.06%；创指报1316.10，涨3.53%。78个涨停板  296个涨幅5%跌停板4个消息跌停板 81个绿色的 猪肉、苹果、石油、5G、白酒涨幅一档软件计算机  芯片半导体  电子  新能源  电   小米 富士康 华为  物联网  移动  汽车 第二档光伏  风电  稀土  矿产  区块链  互联网 燃料电池  第三档银行、航运、两桶油倒数前三量能下午萎缩了   不够继续上涨 攻重压力,0.0003390511142487007
收盘，沪指报2653.90，涨1.36%；深指报7919.05，涨+3.06%；创指报1316.10，涨3.53%。78个涨停板  296个涨幅5%跌停板4个消息跌停板 81个绿色的 猪肉、苹果、石油、5G、白酒涨幅一档软件计算机  芯片半导体  电子  新能源  电   小米 富士康 华为  物联网  移动  汽车 第二档光伏  风电  稀土  矿产  区块链  互联网 燃料电池  第三档量能下午萎缩了   不够继续上涨 攻重压力,0.012768590912300204
#1027路口福星#【19:30】这个时段，“交通1027导航员”通过煤矿村路口的交警摄像头，看到了A2LU72、A55N62、新能源绿牌AD03879、AUC336，以上车号成为了这?一时?段的路口福星，请在安全停靠时回复?85961027?，即可获得“交通1027”送出的好礼一份！ ??,0.2980435138615557
2018年2月15日，财政部、工信部等四部委发布《关于调整完善新能源汽车推广应用财政补贴政策的通知》，调整完善推广应用补贴政策，地方应不断加大基础设施建设力度和改善新能源汽车使用环境。【去年今日｜四部委调整新能源车补贴 支持充电基建运营】——@解读网#去年的今天#http://t.cn/EV29Amu ??,1.0798649491272627e-06
#今日看点#1.财政部、税务总局: 2022年起  年终奖将并入当年综合所得计算缴纳个人所得税；2.农业农村部: 到2020年  确保建成8亿亩高标准农田；3.教育部: 各高校停止2019年柔道、摔跤等项目的高水平运动队招生；4.工信部公布2019年第一批新能源补贴车型；5.江苏: ?2022年农产品监管覆盖率达100%；6.江苏将再添39条出入境自助通道?提高边检通关效率。,0.013418198743762488
中国1月份乘用车销量同比下降17.7% 创7年最大降幅，但新能源车表现出色受经济放缓和假期因素影响，1月乘用车销量持续放缓，降幅较上月进一步扩大，但新能源车继续表现出色。中国汽车工业协会今日公布的数据显示，中国1月份乘用车销量为202.11万辆，同比下降17.71%，降幅较上月进一步扩大；环比下降9.5%。1月份汽车销量237万辆，同比下降15.8%。华尔街见闻分析中汽协数据发现，17.7%的月度同比降幅是乘用车销量2012年1月以来最大跌幅。这也是乘用车销量连续第7个月同比下降。不过新能源车继续表现出色。路透援引中汽协称，1月总计售出95700辆新能源汽车，同比增幅140%。1月汽车销量放缓的原因可能是经济放缓叠加春节效应。据路透，中汽协助理秘书长徐海东表示，估计2月销售也将大幅下滑。销售下滑的原因仍然是整体经济放缓，中小城市消费下滑。业内高管认为，中国1月和2月的汽车销售往往受到春节假期的影响，因为节日前后消费者往往推迟买车。上个月，中汽协与乘联会公布的年度数据同时表明，2018年中国汽车消费市场转冷，且出现了数十年未曾出现的年度下滑。从中汽协在2018年下半年所公布的数据来看，国内乘用车的产销量较去年同期连续出现下降，且降幅不断扩大，汽车总体销量也出现连续多月负增长。中汽协预计，2019年中国汽车市场销量为2810万辆左右，与2018年基本持平。其中，乘用车预计销售2370万辆左右，与2018年基本持平；商用车预计销售440万辆左右，同比约增长1%。中汽协强调，在经历了2018年的小幅下降与激烈竞争之后，2019年中国汽车产业面临着转型升级，竞争将更加激烈。随着汽车保有量的大幅度增长，汽车安全、环保、节能、交通拥堵等问题也日益凸显，2019年中国汽车产业挑战与机遇并存。1月29日，发改委等十部门印发推动消费增长方案，强调要促进汽车消费，包括持续优化新能源汽车补贴结构、促进农村汽车更新换代、加快繁荣二手车市场等。,0.0
